callConid,clocal_name,clocal_class,call_close_prc,strike,multiplier,put_close_prc,plocal_class,plocal_name,putConid,expiration
561531084,VIXW  220622C00090000,VIXW,0.0001,90.0,100,59.50,VIXW,VIXW  220622P00090000,561531634,
561531101,VIXW  220622C00095000,VIXW,0.0001,95.0,100,64.50,VIXW,VIXW  220622P00095000,561531645,
561530345,VIXW  220622C00100000,VIXW,0.0001,100.0,100,69.50,VIXW,VIXW  220622P00100000,561531130,
563206514,VIXW  220629C00010000,VIXW,19.90,10.0,100,0.0011,VIXW,VIXW  220629P00010000,563207688,29/06/2022
563206445,VIXW  220629C00010500,VIXW,19.40,10.5,100,0.0018,VIXW,VIXW  220629P00010500,563207653,29/06/2022
563206570,VIXW  220629C00011000,VIXW,18.90,11.0,100,0.0024,VIXW,VIXW  220629P00011000,563207712,29/06/2022
563206550,VIXW  220629C00011500,VIXW,18.40,11.5,100,0.0031,VIXW,VIXW  220629P00011500,563207699,29/06/2022
563206635,VIXW  220629C00012000,VIXW,17.90,12.0,100,0.0037,VIXW,VIXW  220629P00012000,563207747,29/06/2022
563206604,VIXW  220629C00012500,VIXW,17.40,12.5,100,0.0044,VIXW,VIXW  220629P00012500,563207732,29/06/2022
563206699,VIXW  220629C00013000,VIXW,16.90,13.0,100,0.0051,VIXW,VIXW  220629P00013000,563207773,29/06/2022
563206665,VIXW  220629C00013500,VIXW,16.40,13.5,100,0.0057,VIXW,VIXW  220629P00013500,563207767,29/06/2022
563206752,VIXW  220629C00014000,VIXW,15.90,14.0,100,0.0064,VIXW,VIXW  220629P00014000,563207807,29/06/2022
563206728,VIXW  220629C00014500,VIXW,15.40,14.5,100,0.0070,VIXW,VIXW  220629P00014500,563207787,29/06/2022
563206798,VIXW  220629C00015000,VIXW,14.90,15.0,100,0.0077,VIXW,VIXW  220629P00015000,563207825,29/06/2022
563206840,VIXW  220629C00016000,VIXW,13.91,16.0,100,0.0090,VIXW,VIXW  220629P00016000,563207847,29/06/2022
563206887,VIXW  220629C00017000,VIXW,12.91,17.0,100,0.0103,VIXW,VIXW  220629P00017000,563207859,29/06/2022
563206908,VIXW  220629C00018000,VIXW,11.91,18.0,100,0.0116,VIXW,VIXW  220629P00018000,563207876,29/06/2022
563206940,VIXW  220629C00019000,VIXW,10.91,19.0,100,0.0129,VIXW,VIXW  220629P00019000,563207886,29/06/2022
563206982,VIXW  220629C00020000,VIXW,9.91,20.0,100,0.0142,VIXW,VIXW  220629P00020000,563207910,29/06/2022
563207012,VIXW  220629C00021000,VIXW,8.91,21.0,100,0.0155,VIXW,VIXW  220629P00021000,563207916,29/06/2022
563207050,VIXW  220629C00022000,VIXW,7.92,22.0,100,0.0207,VIXW,VIXW  220629P00022000,563207939,29/06/2022
563207094,VIXW  220629C00023000,VIXW,6.92,23.0,100,0.0260,VIXW,VIXW  220629P00023000,563207959,29/06/2022
563207135,VIXW  220629C00024000,VIXW,5.93,24.0,100,0.0312,VIXW,VIXW  220629P00024000,563207969,29/06/2022
563207168,VIXW  220629C00025000,VIXW,4.944,25.0,100,0.0450,VIXW,VIXW  220629P00025000,563207984,29/06/2022
563207198,VIXW  220629C00026000,VIXW,4.034,26.0,100,0.1350,VIXW,VIXW  220629P00026000,563207989,29/06/2022
563207236,VIXW  220629C00027000,VIXW,3.184,27.0,100,0.2850,VIXW,VIXW  220629P00027000,563208008,29/06/2022
563207273,VIXW  220629C00028000,VIXW,2.480,28.0,100,0.5800,VIXW,VIXW  220629P00028000,563208022,29/06/2022
563207298,VIXW  220629C00029000,VIXW,1.950,29.0,100,1.050,VIXW,VIXW  220629P00029000,563208037,29/06/2022
563207315,VIXW  220629C00030000,VIXW,1.625,30.0,100,1.725,VIXW,VIXW  220629P00030000,563208049,29/06/2022
563207333,VIXW  220629C00032500,VIXW,0.9350,32.5,100,3.534,VIXW,VIXW  220629P00032500,563208062,29/06/2022
563207348,VIXW  220629C00035000,VIXW,0.5800,35.0,100,5.68,VIXW,VIXW  220629P00035000,563208080,29/06/2022
563207372,VIXW  220629C00037500,VIXW,0.3800,37.5,100,7.98,VIXW,VIXW  220629P00037500,563208102,29/06/2022
563207389,VIXW  220629C00040000,VIXW,0.2650,40.0,100,10.36,VIXW,VIXW  220629P00040000,563208119,29/06/2022
563207406,VIXW  220629C00042500,VIXW,0.1967,42.5,100,12.79,VIXW,VIXW  220629P00042500,563208128,29/06/2022
563207435,VIXW  220629C00045000,VIXW,0.1664,45.0,100,15.26,VIXW,VIXW  220629P00045000,563208145,29/06/2022
563207440,VIXW  220629C00047500,VIXW,0.1361,47.5,100,17.73,VIXW,VIXW  220629P00047500,563208162,29/06/2022
563207462,VIXW  220629C00050000,VIXW,0.1058,50.0,100,20.20,VIXW,VIXW  220629P00050000,563208173,29/06/2022
563207493,VIXW  220629C00055000,VIXW,0.0893,55.0,100,25.18,VIXW,VIXW  220629P00055000,563208188,29/06/2022
563207505,VIXW  220629C00060000,VIXW,0.0727,60.0,100,30.16,VIXW,VIXW  220629P00060000,563208212,29/06/2022
563207522,VIXW  220629C00065000,VIXW,0.0562,65.0,100,35.15,VIXW,VIXW  220629P00065000,563208219,29/06/2022
563207542,VIXW  220629C00070000,VIXW,0.0396,70.0,100,40.13,VIXW,VIXW  220629P00070000,563208232,29/06/2022
563207555,VIXW  220629C00075000,VIXW,0.0266,75.0,100,45.11,VIXW,VIXW  220629P00075000,563208249,29/06/2022
563207576,VIXW  220629C00080000,VIXW,0.0153,80.0,100,50.10,VIXW,VIXW  220629P00080000,563208260,29/06/2022
563207595,VIXW  220629C00085000,VIXW,0.0089,85.0,100,55.09,VIXW,VIXW  220629P00085000,563208272,29/06/2022
563207618,VIXW  220629C00090000,VIXW,0.0052,90.0,100,60.09,VIXW,VIXW  220629P00090000,563208282,29/06/2022
563207641,VIXW  220629C00095000,VIXW,0.0031,95.0,100,65.08,VIXW,VIXW  220629P00095000,563208300,29/06/2022
563206480,VIXW  220629C00100000,VIXW,0.0018,100.0,100,70.08,VIXW,VIXW  220629P00100000,563207678,29/06/2022
565496558,VIXW  220706C00010000,VIXW,19.99,10.0,100,0.0010,VIXW,VIXW  220706P00010000,565497084,06/07/2022
565496521,VIXW  220706C00010500,VIXW,19.49,10.5,100,0.0018,VIXW,VIXW  220706P00010500,565497069,06/07/2022
565496580,VIXW  220706C00011000,VIXW,18.99,11.0,100,0.0030,VIXW,VIXW  220706P00011000,565497107,06/07/2022
565496575,VIXW  220706C00011500,VIXW,18.49,11.5,100,0.0044,VIXW,VIXW  220706P00011500,565497095,06/07/2022
565496611,VIXW  220706C00012000,VIXW,18.00,12.0,100,0.0058,VIXW,VIXW  220706P00012000,565497125,06/07/2022
565496597,VIXW  220706C00012500,VIXW,17.50,12.5,100,0.0072,VIXW,VIXW  220706P00012500,565497113,06/07/2022
565496640,VIXW  220706C00013000,VIXW,17.00,13.0,100,0.0086,VIXW,VIXW  220706P00013000,565497140,06/07/2022
565496626,VIXW  220706C00013500,VIXW,16.50,13.5,100,0.0100,VIXW,VIXW  220706P00013500,565497130,06/07/2022
565496670,VIXW  220706C00014000,VIXW,16.00,14.0,100,0.0114,VIXW,VIXW  220706P00014000,565497161,06/07/2022
565496657,VIXW  220706C00014500,VIXW,15.50,14.5,100,0.0128,VIXW,VIXW  220706P00014500,565497150,06/07/2022
565496680,VIXW  220706C00015000,VIXW,15.01,15.0,100,0.0142,VIXW,VIXW  220706P00015000,565497164,06/07/2022
565496694,VIXW  220706C00016000,VIXW,14.01,16.0,100,0.0170,VIXW,VIXW  220706P00016000,565497176,06/07/2022
565496710,VIXW  220706C00017000,VIXW,13.01,17.0,100,0.0199,VIXW,VIXW  220706P00017000,565497185,06/07/2022
565496722,VIXW  220706C00018000,VIXW,12.02,18.0,100,0.0227,VIXW,VIXW  220706P00018000,565497198,06/07/2022
565496737,VIXW  220706C00019000,VIXW,11.02,19.0,100,0.0255,VIXW,VIXW  220706P00019000,565497210,06/07/2022
565496750,VIXW  220706C00020000,VIXW,10.02,20.0,100,0.0283,VIXW,VIXW  220706P00020000,565497216,06/07/2022
565496762,VIXW  220706C00021000,VIXW,9.03,21.0,100,0.0311,VIXW,VIXW  220706P00021000,565497226,06/07/2022
565496787,VIXW  220706C00022000,VIXW,8.04,22.0,100,0.0428,VIXW,VIXW  220706P00022000,565497233,06/07/2022
565496790,VIXW  220706C00023000,VIXW,7.06,23.0,100,0.0610,VIXW,VIXW  220706P00023000,565497246,06/07/2022
565496805,VIXW  220706C00024000,VIXW,6.08,24.0,100,0.0792,VIXW,VIXW  220706P00024000,565497255,06/07/2022
565496820,VIXW  220706C00025000,VIXW,5.21,25.0,100,0.2150,VIXW,VIXW  220706P00025000,565497261,06/07/2022
565496835,VIXW  220706C00026000,VIXW,4.383,26.0,100,0.3850,VIXW,VIXW  220706P00026000,565497270,06/07/2022
565496850,VIXW  220706C00027000,VIXW,3.683,27.0,100,0.6850,VIXW,VIXW  220706P00027000,565497276,06/07/2022
565496861,VIXW  220706C00028000,VIXW,3.099,28.0,100,1.100,VIXW,VIXW  220706P00028000,565497284,06/07/2022
565496878,VIXW  220706C00029000,VIXW,2.620,29.0,100,1.621,VIXW,VIXW  220706P00029000,565497291,06/07/2022
565496885,VIXW  220706C00030000,VIXW,2.245,30.0,100,2.245,VIXW,VIXW  220706P00030000,565497296,06/07/2022
565496909,VIXW  220706C00032500,VIXW,1.620,32.5,100,4.119,VIXW,VIXW  220706P00032500,565497306,06/07/2022
565496915,VIXW  220706C00035000,VIXW,1.105,35.0,100,6.10,VIXW,VIXW  220706P00035000,565497315,06/07/2022
565496924,VIXW  220706C00037500,VIXW,0.8427,37.5,100,8.34,VIXW,VIXW  220706P00037500,565497321,06/07/2022
565496943,VIXW  220706C00040000,VIXW,0.6466,40.0,100,10.64,VIXW,VIXW  220706P00040000,565497330,06/07/2022
565496948,VIXW  220706C00042500,VIXW,0.4504,42.5,100,12.94,VIXW,VIXW  220706P00042500,565497336,06/07/2022
565496958,VIXW  220706C00045000,VIXW,0.3704,45.0,100,15.36,VIXW,VIXW  220706P00045000,565497345,06/07/2022
565496964,VIXW  220706C00047500,VIXW,0.3247,47.5,100,17.81,VIXW,VIXW  220706P00047500,565497355,06/07/2022
565496976,VIXW  220706C00050000,VIXW,0.2791,50.0,100,20.27,VIXW,VIXW  220706P00050000,565497358,06/07/2022
565496986,VIXW  220706C00055000,VIXW,0.2100,55.0,100,25.20,VIXW,VIXW  220706P00055000,565497365,06/07/2022
565496995,VIXW  220706C00060000,VIXW,0.1660,60.0,100,30.15,VIXW,VIXW  220706P00060000,565497375,06/07/2022
565497004,VIXW  220706C00065000,VIXW,0.1269,65.0,100,35.11,VIXW,VIXW  220706P00065000,565497382,06/07/2022
565497015,VIXW  220706C00070000,VIXW,0.0877,70.0,100,40.06,VIXW,VIXW  220706P00070000,565497388,06/07/2022
565497024,VIXW  220706C00075000,VIXW,0.0762,75.0,100,45.05,VIXW,VIXW  220706P00075000,565497394,06/07/2022
565497029,VIXW  220706C00080000,VIXW,0.0647,80.0,100,50.04,VIXW,VIXW  220706P00080000,565497400,06/07/2022
565497039,VIXW  220706C00085000,VIXW,0.0581,85.0,100,55.03,VIXW,VIXW  220706P00085000,565497408,06/07/2022
565497051,VIXW  220706C00090000,VIXW,0.0515,90.0,100,60.02,VIXW,VIXW  220706P00090000,565497418,06/07/2022
565497063,VIXW  220706C00095000,VIXW,0.0449,95.0,100,65.01,VIXW,VIXW  220706P00095000,565497423,06/07/2022
565496545,VIXW  220706C00100000,VIXW,0.0383,100.0,100,70.00,VIXW,VIXW  220706P00100000,565497081,06/07/2022
566478870,VIXW  220713C00010000,VIXW,19.11,10.0,100,0.0002,VIXW,VIXW  220713P00010000,566479468,13/07/2022
566478819,VIXW  220713C00010500,VIXW,18.61,10.5,100,0.0003,VIXW,VIXW  220713P00010500,566479438,13/07/2022
566478897,VIXW  220713C00011000,VIXW,18.11,11.0,100,0.0006,VIXW,VIXW  220713P00011000,566479490,13/07/2022
566478885,VIXW  220713C00011500,VIXW,17.61,11.5,100,0.0011,VIXW,VIXW  220713P00011500,566479485,13/07/2022
566478941,VIXW  220713C00012000,VIXW,17.11,12.0,100,0.0019,VIXW,VIXW  220713P00012000,566479520,13/07/2022
566478921,VIXW  220713C00012500,VIXW,16.61,12.5,100,0.0031,VIXW,VIXW  220713P00012500,566479510,13/07/2022
566478975,VIXW  220713C00013000,VIXW,16.12,13.0,100,0.0050,VIXW,VIXW  220713P00013000,566479547,13/07/2022
566478958,VIXW  220713C00013500,VIXW,15.62,13.5,100,0.0077,VIXW,VIXW  220713P00013500,566479537,13/07/2022
566479006,VIXW  220713C00014000,VIXW,15.12,14.0,100,0.0104,VIXW,VIXW  220713P00014000,566479570,13/07/2022
566478996,VIXW  220713C00014500,VIXW,14.63,14.5,100,0.0131,VIXW,VIXW  220713P00014500,566479561,13/07/2022
566479030,VIXW  220713C00015000,VIXW,14.13,15.0,100,0.0158,VIXW,VIXW  220713P00015000,566479575,13/07/2022
566479036,VIXW  220713C00016000,VIXW,13.13,16.0,100,0.0211,VIXW,VIXW  220713P00016000,566479595,13/07/2022
566479054,VIXW  220713C00017000,VIXW,12.14,17.0,100,0.0265,VIXW,VIXW  220713P00017000,566479600,13/07/2022
566479071,VIXW  220713C00018000,VIXW,11.15,18.0,100,0.0335,VIXW,VIXW  220713P00018000,566479615,13/07/2022
566479084,VIXW  220713C00019000,VIXW,10.16,19.0,100,0.0404,VIXW,VIXW  220713P00019000,566479627,13/07/2022
566479101,VIXW  220713C00020000,VIXW,9.17,20.0,100,0.0483,VIXW,VIXW  220713P00020000,566479632,13/07/2022
566479110,VIXW  220713C00021000,VIXW,8.17,21.0,100,0.0561,VIXW,VIXW  220713P00021000,566479651,13/07/2022
566479127,VIXW  220713C00022000,VIXW,7.19,22.0,100,0.0750,VIXW,VIXW  220713P00022000,566479657,13/07/2022
566479140,VIXW  220713C00023000,VIXW,6.28,23.0,100,0.1600,VIXW,VIXW  220713P00023000,566479671,13/07/2022
566479147,VIXW  220713C00024000,VIXW,5.44,24.0,100,0.3200,VIXW,VIXW  220713P00024000,566479685,13/07/2022
566479157,VIXW  220713C00025000,VIXW,4.706,25.0,100,0.5850,VIXW,VIXW  220713P00025000,566479697,13/07/2022
566479176,VIXW  220713C00026000,VIXW,4.047,26.0,100,0.9250,VIXW,VIXW  220713P00026000,566479710,13/07/2022
566479187,VIXW  220713C00027000,VIXW,3.538,27.0,100,1.415,VIXW,VIXW  220713P00027000,566479719,13/07/2022
566479193,VIXW  220713C00028000,VIXW,3.064,28.0,100,1.940,VIXW,VIXW  220713P00028000,566479740,13/07/2022
566479215,VIXW  220713C00029000,VIXW,2.710,29.0,100,2.585,VIXW,VIXW  220713P00029000,566479756,13/07/2022
566479217,VIXW  220713C00030000,VIXW,2.469,30.0,100,3.343,VIXW,VIXW  220713P00030000,566479777,13/07/2022
566479230,VIXW  220713C00032500,VIXW,1.867,32.5,100,5.24,VIXW,VIXW  220713P00032500,566479790,13/07/2022
566479243,VIXW  220713C00035000,VIXW,1.405,35.0,100,7.27,VIXW,VIXW  220713P00035000,566479807,13/07/2022
566479253,VIXW  220713C00037500,VIXW,1.110,37.5,100,9.48,VIXW,VIXW  220713P00037500,566479821,13/07/2022
566479267,VIXW  220713C00040000,VIXW,0.9242,40.0,100,11.79,VIXW,VIXW  220713P00040000,566479833,13/07/2022
566479282,VIXW  220713C00042500,VIXW,0.7383,42.5,100,14.10,VIXW,VIXW  220713P00042500,566479855,13/07/2022
566479293,VIXW  220713C00045000,VIXW,0.5668,45.0,100,16.43,VIXW,VIXW  220713P00045000,566479867,13/07/2022
566479311,VIXW  220713C00047500,VIXW,0.4949,47.5,100,18.85,VIXW,VIXW  220713P00047500,566479878,13/07/2022
566479323,VIXW  220713C00050000,VIXW,0.4230,50.0,100,21.28,VIXW,VIXW  220713P00050000,566479881,13/07/2022
566479326,VIXW  220713C00055000,VIXW,0.3400,55.0,100,26.19,VIXW,VIXW  220713P00055000,566479890,13/07/2022
566479347,VIXW  220713C00060000,VIXW,0.2650,60.0,100,31.11,VIXW,VIXW  220713P00060000,566479896,13/07/2022
566479353,VIXW  220713C00065000,VIXW,0.2225,65.0,100,36.07,VIXW,VIXW  220713P00065000,566479901,13/07/2022
566479365,VIXW  220713C00070000,VIXW,0.1949,70.0,100,41.03,VIXW,VIXW  220713P00070000,566479908,13/07/2022
566479377,VIXW  220713C00075000,VIXW,0.1674,75.0,100,46.00,VIXW,VIXW  220713P00075000,566479918,13/07/2022
566479394,VIXW  220713C00080000,VIXW,0.1399,80.0,100,50.97,VIXW,VIXW  220713P00080000,566479925,13/07/2022
566479400,VIXW  220713C00085000,VIXW,0.1123,85.0,100,55.94,VIXW,VIXW  220713P00085000,566479935,13/07/2022
566479417,VIXW  220713C00090000,VIXW,0.0952,90.0,100,60.92,VIXW,VIXW  220713P00090000,566479944,13/07/2022
566479428,VIXW  220713C00095000,VIXW,0.0780,95.0,100,65.89,VIXW,VIXW  220713P00095000,566479955,13/07/2022
566478850,VIXW  220713C00100000,VIXW,0.0608,100.0,100,70.87,VIXW,VIXW  220713P00100000,566479455,13/07/2022
523591724,VIX   220720C00010000,VIX,18.99,10.0,100,0.0001,VIX,VIX   220720P00010000,523592401,20/07/2022
563200750,VIX   220720C00010500,VIX,18.49,10.5,100,0.0001,VIX,VIX   220720P00010500,563200829,20/07/2022
523591754,VIX   220720C00011000,VIX,17.99,11.0,100,0.0001,VIX,VIX   220720P00011000,523592424,20/07/2022
563200779,VIX   220720C00011500,VIX,17.49,11.5,100,0.0001,VIX,VIX   220720P00011500,563200847,20/07/2022
523591783,VIX   220720C00012000,VIX,16.99,12.0,100,0.0001,VIX,VIX   220720P00012000,523592450,20/07/2022
563200782,VIX   220720C00012500,VIX,16.49,12.5,100,0.0001,VIX,VIX   220720P00012500,563200872,20/07/2022
523591811,VIX   220720C00013000,VIX,15.99,13.0,100,0.0001,VIX,VIX   220720P00013000,523592476,20/07/2022
563200809,VIX   220720C00013500,VIX,15.49,13.5,100,0.0001,VIX,VIX   220720P00013500,563200889,20/07/2022
523591841,VIX   220720C00014000,VIX,14.99,14.0,100,0.0001,VIX,VIX   220720P00014000,523592507,20/07/2022
563200812,VIX   220720C00014500,VIX,14.49,14.5,100,0.0001,VIX,VIX   220720P00014500,563200905,20/07/2022
523591866,VIX   220720C00015000,VIX,13.99,15.0,100,0.0001,VIX,VIX   220720P00015000,523592530,20/07/2022
523591879,VIX   220720C00016000,VIX,13.00,16.0,100,0.0003,VIX,VIX   220720P00016000,523592541,20/07/2022
523591885,VIX   220720C00017000,VIX,12.00,17.0,100,0.0010,VIX,VIX   220720P00017000,523592560,20/07/2022
523591904,VIX   220720C00018000,VIX,11.00,18.0,100,0.0033,VIX,VIX   220720P00018000,523592570,20/07/2022
523591921,VIX   220720C00019000,VIX,10.01,19.0,100,0.0093,VIX,VIX   220720P00019000,523592586,20/07/2022
523591931,VIX   220720C00020000,VIX,9.02,20.0,100,0.0228,VIX,VIX   220720P00020000,523592596,20/07/2022
523591951,VIX   220720C00021000,VIX,8.05,21.0,100,0.0500,VIX,VIX   220720P00021000,523592615,20/07/2022
523591966,VIX   220720C00022000,VIX,7.13,22.0,100,0.1250,VIX,VIX   220720P00022000,523592630,20/07/2022
523591976,VIX   220720C00023000,VIX,6.23,23.0,100,0.2250,VIX,VIX   220720P00023000,523592644,20/07/2022
523591993,VIX   220720C00024000,VIX,5.45,24.0,100,0.4500,VIX,VIX   220720P00024000,523592654,20/07/2022
523592014,VIX   220720C00025000,VIX,4.806,25.0,100,0.8000,VIX,VIX   220720P00025000,523592675,20/07/2022
523592026,VIX   220720C00026000,VIX,4.257,26.0,100,1.250,VIX,VIX   220720P00026000,523592690,20/07/2022
523592044,VIX   220720C00027000,VIX,3.783,27.0,100,1.775,VIX,VIX   220720P00027000,523592696,20/07/2022
523592055,VIX   220720C00028000,VIX,3.359,28.0,100,2.350,VIX,VIX   220720P00028000,523592714,20/07/2022
523592077,VIX   220720C00029000,VIX,3.036,29.0,100,3.025,VIX,VIX   220720P00029000,523592724,20/07/2022
523592092,VIX   220720C00030000,VIX,2.750,30.0,100,3.738,VIX,VIX   220720P00030000,523592738,20/07/2022
523592101,VIX   220720C00032500,VIX,2.115,32.5,100,5.60,VIX,VIX   220720P00032500,523592749,20/07/2022
523592123,VIX   220720C00035000,VIX,1.700,35.0,100,7.68,VIX,VIX   220720P00035000,523592764,20/07/2022
523592140,VIX   220720C00037500,VIX,1.350,37.5,100,9.83,VIX,VIX   220720P00037500,523592772,20/07/2022
523592151,VIX   220720C00040000,VIX,1.150,40.0,100,12.13,VIX,VIX   220720P00040000,523592794,20/07/2022
523592164,VIX   220720C00042500,VIX,0.9500,42.5,100,14.42,VIX,VIX   220720P00042500,523592806,20/07/2022
523592186,VIX   220720C00045000,VIX,0.8250,45.0,100,16.80,VIX,VIX   220720P00045000,523592818,20/07/2022
523592201,VIX   220720C00047500,VIX,0.7250,47.5,100,19.19,VIX,VIX   220720P00047500,523592834,20/07/2022
523592216,VIX   220720C00050000,VIX,0.6356,50.0,100,21.60,VIX,VIX   220720P00050000,523592845,20/07/2022
523592235,VIX   220720C00055000,VIX,0.5000,55.0,100,26.46,VIX,VIX   220720P00055000,523592864,20/07/2022
523592255,VIX   220720C00060000,VIX,0.4250,60.0,100,31.38,VIX,VIX   220720P00060000,523592881,20/07/2022
523592264,VIX   220720C00065000,VIX,0.3500,65.0,100,36.30,VIX,VIX   220720P00065000,523592894,20/07/2022
523592288,VIX   220720C00070000,VIX,0.2758,70.0,100,41.22,VIX,VIX   220720P00070000,523592919,20/07/2022
523592305,VIX   220720C00075000,VIX,0.2464,75.0,100,46.18,VIX,VIX   220720P00075000,523592932,20/07/2022
523592321,VIX   220720C00080000,VIX,0.2171,80.0,100,51.15,VIX,VIX   220720P00080000,523592944,20/07/2022
523592341,VIX   220720C00085000,VIX,0.1877,85.0,100,56.11,VIX,VIX   220720P00085000,523592961,20/07/2022
523592358,VIX   220720C00090000,VIX,0.1583,90.0,100,61.07,VIX,VIX   220720P00090000,523592974,20/07/2022
523592375,VIX   220720C00095000,VIX,0.1289,95.0,100,66.04,VIX,VIX   220720P00095000,523592991,20/07/2022
523591390,VIX   220720C00100000,VIX,0.1205,100.0,100,71.03,VIX,VIX   220720P00100000,523592381,20/07/2022
523591741,VIX   220720C00110000,VIX,0.1037,110.0,100,81.00,VIX,VIX   220720P00110000,523592414,20/07/2022
523591764,VIX   220720C00120000,VIX,0.0868,120.0,100,90.97,VIX,VIX   220720P00120000,523592441,20/07/2022
523591798,VIX   220720C00130000,VIX,0.0754,130.0,100,100.94,VIX,VIX   220720P00130000,523592467,20/07/2022
523591820,VIX   220720C00140000,VIX,0.0639,140.0,100,110.92,VIX,VIX   220720P00140000,523592490,20/07/2022
